LIMES;Enavi;UnitLIMES;UnitEnavi;ConvFactor
Load Factor|Electricity|Lignite;Load Factor|Electricity|Lignite;--;--;1
Load Factor|Electricity|Hard Coal;Load Factor|Electricity|Hard Coal;--;--;1
Load Factor|Electricity|Gas;Load Factor|Electricity|Gas;--;--;1
Load Factor|Electricity|Gas CC;Load Factor|Electricity|Gas CC;--;--;1
Load Factor|Electricity|Gas OC;Load Factor|Electricity|Gas OC;--;--;1
Load Factor|Electricity|Oil;Load Factor|Electricity|Oil;--;--;1
Load Factor|Electricity|Wind;Load Factor|Electricity|Wind;--;--;1
Load Factor|Electricity|Wind|Onshore;Load Factor|Electricity|Wind|Onshore;--;--;1
Load Factor|Electricity|Wind|Offshore;Load Factor|Electricity|Wind|Offshore;--;--;1
Load Factor|Electricity|Solar;Load Factor|Electricity|Solar;--;--;1
Load Factor|Electricity|Solar|PV;Load Factor|Electricity|Solar|PV;--;--;1
Load Factor|Electricity|Solar|CSP;Load Factor|Electricity|Solar|CSP;--;--;1
Load Factor|Electricity|Biomass;Load Factor|Electricity|Biomass;--;--;1
Load Factor|Electricity|Biomass|w/o CCS;Load Factor|Electricity|Biomass|w/o CCS;--;--;1
Load Factor|Electricity|Biomass|w/ CCS;Load Factor|Electricity|Biomass|w/ CCS;--;--;1
Load Factor|Electricity|Hydro;Load Factor|Electricity|Hydro;--;--;1
Load Factor|Electricity|Waste;Load Factor|Electricity|Waste;--;--;1
Load Factor|Electricity|Hydrogen;Load Factor|Electricity|Hydrogen;--;--;1
Load Factor|Electricity|Other;Load Factor|Electricity|Other;--;--;1
Load Factor|Electricity|Hydrogen FC;Load Factor|Electricity|Hydrogen FC;--;--;1
Load Factor|Electricity|Hydrogen OC;Load Factor|Electricity|Hydrogen OC;--;--;1
Load Factor|Electricity|Hydrogen CC;Load Factor|Electricity|Hydrogen CC;--;--;1
Emissions level in ETS|CO2|Energy|Supply|Electricity;Emissions level in ETS|CO2|Energy|Supply|Electricity;Mt CO2;Mt CO2;1
EU ETS cap|CO2|Energy|Supply|Electricity;EU ETS cap|CO2|Energy|Supply|Electricity;Mt CO2/yr;Mt CO2/yr;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Hard Coal;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Hard Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Hard Coal;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Hard Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Lignite;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Lignite;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Lignite;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Lignite;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Coal;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Coal;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas CC;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas CC;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas CC;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas CC;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas OC;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas OC;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas OC;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas OC;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Biomass;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Biomass;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Biomass;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Biomass;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Oil;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Oil;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Oil;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Oil;GW;GW;1
Disinvestment|Electricity|Nuclear;Disinvestment|Electricity|Nuclear;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar;Disinvestment|Electricity|Solar;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind;Disinvestment|Electricity|Wind;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydro;Disinvestment|Electricity|Hydro;GW/yr;GW/yr;1
Disinvestment|Electricity|Coal;Disinvestment|Electricity|Coal;GW/yr;GW/yr;1
Disinvestment|Electricity|Hard Coal;Disinvestment|Electricity|Hard Coal;GW/yr;GW/yr;1
Disinvestment|Electricity|Lignite;Disinvestment|Electricity|Lignite;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas;Disinvestment|Electricity|Gas;GW/yr;GW/yr;1
Disinvestment|Electricity|Biomass;Disinvestment|Electricity|Biomass;GW/yr;GW/yr;1
Disinvestment|Electricity|Waste;Disinvestment|Electricity|Waste;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen;Disinvestment|Electricity|Hydrogen;GW/yr;GW/yr;1
Disinvestment|Electricity|Oil;Disinvestment|Electricity|Oil;GW/yr;GW/yr;1
Disinvestment|Electricity|Other;Disinvestment|Electricity|Other;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas CC;Disinvestment|Electricity|Gas CC;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas OC;Disinvestment|Electricity|Gas OC;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen FC;Disinvestment|Electricity|Hydrogen FC;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen OC;Disinvestment|Electricity|Hydrogen OC;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar|PV;Disinvestment|Electricity|Solar|PV;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar|CSP;Disinvestment|Electricity|Solar|CSP;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind|Offshore;Disinvestment|Electricity|Wind|Offshore;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind|Onshore;Disinvestment|Electricity|Wind|Onshore;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage;Disinvestment|Electricity|Storage;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Pump Hydro;Disinvestment|Electricity|Storage|Pump Hydro;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Stat Batteries;Disinvestment|Electricity|Storage|Stat Batteries;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Hydrogen electrolysis;Disinvestment|Electricity|Storage|Hydrogen electrolysis;GW/yr;GW/yr;1
Disinvestment|Electricity;Disinvestment|Electricity;GW/yr;GW/yr;1
EU ETS cap|CO2;EU ETS cap|CO2;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Total number of allowances in circulation [TNAC];Emissions|CO2|Total number of allowances in circulation [TNAC];Mt CO2;Mt CO2;1
Emissions|CO2|Industry;Emissions|CO2|Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions abated|CO2|Industry;Emissions abated|CO2|Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates auctioned ETS;Emissions|CO2|Certificates auctioned ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates for auction - before unilateral cancellation;Emissions|CO2|Certificates for auction - before unilateral cancellation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Free-allocated certificates ETS;Emissions|CO2|Free-allocated certificates ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Intake to MSR;Emissions|CO2|Intake to MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Outtake from MSR;Emissions|CO2|Outtake from MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cancellation from MSR;Emissions|CO2|Cancellation from MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Additional intake to the MSR;Emissions|CO2|Additional intake to the MSR;Mt CO2;Mt CO2;1
Emissions|CO2|MSR level;Emissions|CO2|MSR level;Mt CO2;Mt CO2;1
Secondary Energy|Electricity|Share of renewables in gross demand;Secondary Energy|Electricity|Share of renewables in gross demand;--;--;1
Secondary Energy|Electricity|Gross Demand;Secondary Energy|Electricity|Gross Demand;TWh/yr;TWh/yr;1
Emissions|CO2|Cap|Aviation;Emissions|CO2|Cap|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Aviation;Emissions|CO2|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates from Stationary|Aviation;Emissions|CO2|Certificates from Stationary|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cap|Stationary|Electricity and Industry;Emissions|CO2|Cap|Stationary|Electricity and Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cap|Stationary;Emissions|CO2|Cap|Stationary;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Electricity and Industry;Emissions|CO2|Electricity and Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Preliminary auction ETS;Emissions|CO2|Preliminary auction ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Additional sectors in EU ETS;Emissions|CO2|Additional sectors in EU ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|EU ETS;Emissions|CO2|EU ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|EU ETS|w/ aviation;Emissions|CO2|EU ETS|w/ aviation;Mt CO2/yr;Mt CO2/yr;1
Revenues EUA auction;Revenues EUA auction;billion eur2010/yr;billion eur2010/yr;1
Emissions|CO2|Unilateral EUA cancellation;Emissions|CO2|Unilateral EUA cancellation;Mt CO2/yr;Mt CO2/yr;1
Consumer costs|Secondary Energy|Electricity;Consumer costs|Secondary Energy|Electricity;billion eur2010/yr;billion eur2010/yr;1
Total Cost|Industry|CO2 costs;Total Cost|Industry|CO2 costs;billion eur2010/yr;billion eur2010/yr;1
Total Cost|Industry|Abatement;Total Cost|Industry|Abatement;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity;Producer revenues|Secondary Energy|Electricity;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity|Generation;Producer revenues|Secondary Energy|Electricity|Generation;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity|Storage;Producer revenues|Secondary Energy|Electricity|Storage;billion eur2010/yr;billion eur2010/yr;1
Energy costs|Secondary Energy|Electricity|Storage;Energy costs|Secondary Energy|Electricity|Storage;billion eur2010/yr;billion eur2010/yr;1
Emissions|CO2|Free-allocated certificates ETS|Industry;Emissions|CO2|Free-allocated certificates ETS|Industry;Mt CO2/yr;Mt CO2/yr;1
Price|Secondary Energy|Electricity|Other fees;Price|Secondary Energy|Electricity|Other fees;Eur2010/MWh;Eur2015/MWh;1
Price|Secondary Energy|Electricity|Other fees|RES subsidy;Price|Secondary Energy|Electricity|Other fees|RES subsidy;Eur2010/MWh;Eur2015/MWh;1
Carbon Sequestration|CCS|Electricity;Carbon Sequestration|CCS|Electricity;Mt CO2/yr;Mt CO2/yr;1
Carbon Sequestration|CCS|Electricity|Biomass;Carbon Sequestration|CCS|Electricity|Biomass;Mt CO2/yr;Mt CO2/yr;1
Carbon Sequestration|CCS|Electricity|Fossil;Carbon Sequestration|CCS|Electricity|Fossil;Mt CO2/yr;Mt CO2/yr;1
Capacity|Electricity|CHP;Capacity|Electricity|CHP;GW;GW;1
Capacity|Electricity|CHP|Coal;Capacity|Electricity|CHP|Coal;GW;GW;1
Capacity|Electricity|CHP|Hard Coal;Capacity|Electricity|CHP|Hard Coal;GW;GW;1
Capacity|Electricity|CHP|Lignite;Capacity|Electricity|CHP|Lignite;GW;GW;1
Capacity|Electricity|CHP|Gas;Capacity|Electricity|CHP|Gas;GW;GW;1
Capacity|Electricity|CHP|Hydrogen;Capacity|Electricity|CHP|Hydrogen;GW;GW;1
Capacity|Electricity|CHP|Biomass;Capacity|Electricity|CHP|Biomass;GW;GW;1
Capacity|Electricity|CHP|Oil;Capacity|Electricity|CHP|Oil;GW;GW;1
Capacity|Electricity|CHP|Other;Capacity|Electricity|CHP|Other;GW;GW;1
Capacity|Electricity|CHP|Waste;Capacity|Electricity|CHP|Waste;GW;GW;1
Capacity|Electricity|Electricity-only;Capacity|Electricity|Electricity-only;GW;GW;1
Capacity|Electricity|Electricity-only|Coal;Capacity|Electricity|Electricity-only|Coal;GW;GW;1
Capacity|Electricity|Electricity-only|Hard Coal;Capacity|Electricity|Electricity-only|Hard Coal;GW;GW;1
Capacity|Electricity|Electricity-only|Lignite;Capacity|Electricity|Electricity-only|Lignite;GW;GW;1
Capacity|Electricity|Electricity-only|Gas;Capacity|Electricity|Electricity-only|Gas;GW;GW;1
Capacity|Electricity|Electricity-only|Biomass;Capacity|Electricity|Electricity-only|Biomass;GW;GW;1
Capacity|Electricity|Electricity-only|Oil;Capacity|Electricity|Electricity-only|Oil;GW;GW;1
Capacity|Electricity|Electricity-only|Other;Capacity|Electricity|Electricity-only|Other;GW;GW;1
Capacity|Electricity|Electricity-only|Waste;Capacity|Electricity|Electricity-only|Waste;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP;Capacity|Electricity|Reserve Plants|CHP;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Coal;Capacity|Electricity|Reserve Plants|CHP|Coal;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Hard Coal;Capacity|Electricity|Reserve Plants|CHP|Hard Coal;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Lignite;Capacity|Electricity|Reserve Plants|CHP|Lignite;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Gas;Capacity|Electricity|Reserve Plants|CHP|Gas;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Gas CC;Capacity|Electricity|Reserve Plants|CHP|Gas CC;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Gas OC;Capacity|Electricity|Reserve Plants|CHP|Gas OC;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Hydrogen;Capacity|Electricity|Reserve Plants|CHP|Hydrogen;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Biomass;Capacity|Electricity|Reserve Plants|CHP|Biomass;GW;GW;1
Capacity|Electricity|Reserve Plants|CHP|Oil;Capacity|Electricity|Reserve Plants|CHP|Oil;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only;Capacity|Electricity|Reserve Plants|Electricity-only;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Coal;Capacity|Electricity|Reserve Plants|Electricity-only|Coal;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Hard Coal;Capacity|Electricity|Reserve Plants|Electricity-only|Hard Coal;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Lignite;Capacity|Electricity|Reserve Plants|Electricity-only|Lignite;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Gas;Capacity|Electricity|Reserve Plants|Electricity-only|Gas;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Gas CC;Capacity|Electricity|Reserve Plants|Electricity-only|Gas CC;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Gas OC;Capacity|Electricity|Reserve Plants|Electricity-only|Gas OC;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Biomass;Capacity|Electricity|Reserve Plants|Electricity-only|Biomass;GW;GW;1
Capacity|Electricity|Reserve Plants|Electricity-only|Oil;Capacity|Electricity|Reserve Plants|Electricity-only|Oil;GW;GW;1
Capacity|Electricity|CHP|Gas CC;Capacity|Electricity|CHP|Gas CC;GW;GW;1
Capacity|Electricity|CHP|Gas OC;Capacity|Electricity|CHP|Gas OC;GW;GW;1
Capacity|Electricity|Biomass|w/ CCS;Capacity|Electricity|Biomass|w/ CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Gas CC;Capacity|Electricity|Electricity-only|Gas CC;GW;GW;1
Capacity|Electricity|Electricity-only|Gas OC;Capacity|Electricity|Electricity-only|Gas OC;GW;GW;1
Primary Energy|Exhaustible resources|Electricity and Heat;Primary Energy|Exhaustible resources|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Biomass|Electricity and Heat;Primary Energy|Biomass|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Coal|Electricity and Heat;Primary Energy|Coal|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Hard Coal|Electricity and Heat;Primary Energy|Hard Coal|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Lignite|Electricity and Heat;Primary Energy|Lignite|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Oil|Electricity and Heat;Primary Energy|Oil|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Gas|Electricity and Heat;Primary Energy|Gas|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Waste|Electricity and Heat;Primary Energy|Waste|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Fossil|Electricity and Heat;Primary Energy|Fossil|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Nuclear|Electricity and Heat;Primary Energy|Nuclear|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Other|Electricity and Heat;Primary Energy|Other|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Hydrogen|Electricity and Heat;Primary Energy|Hydrogen|Electricity and Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Exhaustible resources|Heat;Primary Energy|Exhaustible resources|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Biomass|Heat;Primary Energy|Biomass|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Coal|Heat;Primary Energy|Coal|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Hard Coal|Heat;Primary Energy|Hard Coal|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Lignite|Heat;Primary Energy|Lignite|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Oil|Heat;Primary Energy|Oil|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Gas|Heat;Primary Energy|Gas|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Fossil|Heat;Primary Energy|Fossil|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Other|Heat;Primary Energy|Other|Heat;TWh/yr;PJ/yr;3.6
Primary Energy|Waste|Heat;Primary Energy|Waste|Heat;TWh/yr;PJ/yr;3.6
Emissions|CO2|Energy|Supply|Electricity|Biomass;Emissions|CO2|Energy|Supply|Electricity|Biomass;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Biomass|w/ CCS;Emissions|CO2|Energy|Supply|Electricity|Biomass|w/ CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat;Emissions|CO2|Energy|Supply|Electricity and Heat;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Coal;Emissions|CO2|Energy|Supply|Electricity and Heat|Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Hard Coal;Emissions|CO2|Energy|Supply|Electricity and Heat|Hard Coal;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Lignite;Emissions|CO2|Energy|Supply|Electricity and Heat|Lignite;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Oil;Emissions|CO2|Energy|Supply|Electricity and Heat|Oil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Gas;Emissions|CO2|Energy|Supply|Electricity and Heat|Gas;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Waste;Emissions|CO2|Energy|Supply|Electricity and Heat|Waste;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Other;Emissions|CO2|Energy|Supply|Electricity and Heat|Other;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Other Fossil;Emissions|CO2|Energy|Supply|Electricity and Heat|Other Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Fossil;Emissions|CO2|Energy|Supply|Electricity and Heat|Fossil;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity and Heat|Biomass;Emissions|CO2|Energy|Supply|Electricity and Heat|Biomass;Mt CO2/yr;Mt CO2/yr;1
Secondary Energy|Electricity|CHP;Secondary Energy|Electricity|CHP;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Hydrogen;Secondary Energy|Electricity|CHP|Hydrogen;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Biomass;Secondary Energy|Electricity|CHP|Biomass;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Coal;Secondary Energy|Electricity|CHP|Coal;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Gas CC;Secondary Energy|Electricity|CHP|Gas CC;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Gas OC;Secondary Energy|Electricity|CHP|Gas OC;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Gas;Secondary Energy|Electricity|CHP|Gas;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Hard Coal;Secondary Energy|Electricity|CHP|Hard Coal;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Lignite;Secondary Energy|Electricity|CHP|Lignite;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Oil;Secondary Energy|Electricity|CHP|Oil;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Other;Secondary Energy|Electricity|CHP|Other;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Waste;Secondary Energy|Electricity|CHP|Waste;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Fossil;Secondary Energy|Electricity|CHP|Fossil;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Renewable;Secondary Energy|Electricity|CHP|Renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|CHP|Non-renewable;Secondary Energy|Electricity|CHP|Non-renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only;Secondary Energy|Electricity|Electricity-only;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Biomass;Secondary Energy|Electricity|Electricity-only|Biomass;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Coal;Secondary Energy|Electricity|Electricity-only|Coal;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Gas CC;Secondary Energy|Electricity|Electricity-only|Gas CC;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Gas OC;Secondary Energy|Electricity|Electricity-only|Gas OC;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Gas;Secondary Energy|Electricity|Electricity-only|Gas;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Hard Coal;Secondary Energy|Electricity|Electricity-only|Hard Coal;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Lignite;Secondary Energy|Electricity|Electricity-only|Lignite;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Oil;Secondary Energy|Electricity|Electricity-only|Oil;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Other;Secondary Energy|Electricity|Electricity-only|Other;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Waste;Secondary Energy|Electricity|Electricity-only|Waste;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Fossil;Secondary Energy|Electricity|Electricity-only|Fossil;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Renewable;Secondary Energy|Electricity|Electricity-only|Renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Non-renewable;Secondary Energy|Electricity|Electricity-only|Non-renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Biomass|w/o CCS;Secondary Energy|Electricity|Electricity-only|Biomass|w/o CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Biomass|w/ CCS;Secondary Energy|Electricity|Electricity-only|Biomass|w/ CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Coal|w/o CCS;Secondary Energy|Electricity|Electricity-only|Coal|w/o CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Coal|w/ CCS;Secondary Energy|Electricity|Electricity-only|Coal|w/ CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Lignite|w/o CCS;Secondary Energy|Electricity|Electricity-only|Lignite|w/o CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Lignite|w/ CCS;Secondary Energy|Electricity|Electricity-only|Lignite|w/ CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Hard Coal|w/o CCS;Secondary Energy|Electricity|Electricity-only|Hard Coal|w/o CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Hard Coal|w/ CCS;Secondary Energy|Electricity|Electricity-only|Hard Coal|w/ CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Gas|w/o CCS;Secondary Energy|Electricity|Electricity-only|Gas|w/o CCS;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Electricity-only|Gas|w/ CCS;Secondary Energy|Electricity|Electricity-only|Gas|w/ CCS;TWh/yr;TWh/yr;1
Capacity|Heat|District Heating;Capacity|Heat|District Heating;GW;GW;1
Capacity|Heat|District Heating|Coal;Capacity|Heat|District Heating|Coal;GW;GW;1
Capacity|Heat|District Heating|Hard Coal;Capacity|Heat|District Heating|Hard Coal;GW;GW;1
Capacity|Heat|District Heating|Lignite;Capacity|Heat|District Heating|Lignite;GW;GW;1
Capacity|Heat|District Heating|Gas;Capacity|Heat|District Heating|Gas;GW;GW;1
Capacity|Heat|District Heating|Biomass;Capacity|Heat|District Heating|Biomass;GW;GW;1
Capacity|Heat|District Heating|Oil;Capacity|Heat|District Heating|Oil;GW;GW;1
Capacity|Heat|District Heating|Other;Capacity|Heat|District Heating|Other;GW;GW;1
Capacity|Heat|District Heating|Waste;Capacity|Heat|District Heating|Waste;GW;GW;1
Capacity|Heat|District Heating|Other Fossil;Capacity|Heat|District Heating|Other Fossil;GW;GW;1
Capacity|Heat|District Heating|Solar;Capacity|Heat|District Heating|Solar;GW;GW;1
Capacity|Heat|District Heating|Geothermal;Capacity|Heat|District Heating|Geothermal;GW;GW;1
Capacity|Heat|District Heating|Electricity;Capacity|Heat|District Heating|Electricity;GW;GW;1
Capacity|Heat|District Heating|Electricity|Heat Pump;Capacity|Heat|District Heating|Electricity|Heat Pump;GW;GW;1
