LIMES;Enavi;UnitLIMES;UnitEnavi;ConvFactor
Net exports to DNK|Electricity;Net exports to DNK|Electricity;TWh/yr;TWh/yr;1
Net exports to GBR|Electricity;Net exports to GBR|Electricity;TWh/yr;TWh/yr;1
Net exports to IRL|Electricity;Net exports to IRL|Electricity;TWh/yr;TWh/yr;1
Net exports to NLD|Electricity;Net exports to NLD|Electricity;TWh/yr;TWh/yr;1
Net exports to POL|Electricity;Net exports to POL|Electricity;TWh/yr;TWh/yr;1
Net exports to DEU|Electricity;Net exports to DEU|Electricity;TWh/yr;TWh/yr;1
Net exports to BEL|Electricity;Net exports to BEL|Electricity;TWh/yr;TWh/yr;1
Net exports to LUX|Electricity;Net exports to LUX|Electricity;TWh/yr;TWh/yr;1
Net exports to CZE|Electricity;Net exports to CZE|Electricity;TWh/yr;TWh/yr;1
Net exports to SVK|Electricity;Net exports to SVK|Electricity;TWh/yr;TWh/yr;1
Net exports to AUT|Electricity;Net exports to AUT|Electricity;TWh/yr;TWh/yr;1
Net exports to CHE|Electricity;Net exports to CHE|Electricity;TWh/yr;TWh/yr;1
Net exports to HUN|Electricity;Net exports to HUN|Electricity;TWh/yr;TWh/yr;1
Net exports to ROM|Electricity;Net exports to ROM|Electricity;TWh/yr;TWh/yr;1
Net exports to SVN|Electricity;Net exports to SVN|Electricity;TWh/yr;TWh/yr;1
Net exports to FRA|Electricity;Net exports to FRA|Electricity;TWh/yr;TWh/yr;1
Net exports to HRV|Electricity;Net exports to HRV|Electricity;TWh/yr;TWh/yr;1
Net exports to BAL|Electricity;Net exports to BAL|Electricity;TWh/yr;TWh/yr;1
Net exports to BGR|Electricity;Net exports to BGR|Electricity;TWh/yr;TWh/yr;1
Net exports to ITA|Electricity;Net exports to ITA|Electricity;TWh/yr;TWh/yr;1
Net exports to ESP|Electricity;Net exports to ESP|Electricity;TWh/yr;TWh/yr;1
Net exports to PRT|Electricity;Net exports to PRT|Electricity;TWh/yr;TWh/yr;1
Net exports to GRC|Electricity;Net exports to GRC|Electricity;TWh/yr;TWh/yr;1
Capacity Additions|Electricity|Lignite;Capacity Additions|Electricity|Lignite;GW/yr;GW/yr;1
Capacity Additions|Electricity|Lignite|w/ CCS;Capacity Additions|Electricity|Lignite|w/ CCS;GW/yr;GW/yr;1
Capacity Additions|Electricity|Lignite|w/o CCS;Capacity Additions|Electricity|Lignite|w/o CCS;GW/yr;GW/yr;1
Capacity Additions|Electricity|Hard Coal;Capacity Additions|Electricity|Hard Coal;GW/yr;GW/yr;1
Capacity Additions|Electricity|Hard Coal|w/ CCS;Capacity Additions|Electricity|Hard Coal|w/ CCS;GW/yr;GW/yr;1
Capacity Additions|Electricity|Hard Coal|w/o CCS;Capacity Additions|Electricity|Hard Coal|w/o CCS;GW/yr;GW/yr;1
Transmission capacity with FIN|Electricity;Transmission capacity with FIN|Electricity;GW;GW;1
Transmission capacity with NOR|Electricity;Transmission capacity with NOR|Electricity;GW;GW;1
Transmission capacity with SWE|Electricity;Transmission capacity with SWE|Electricity;GW;GW;1
Transmission capacity with EST|Electricity;Transmission capacity with EST|Electricity;GW;GW;1
Transmission capacity with LVA|Electricity;Transmission capacity with LVA|Electricity;GW;GW;1
Transmission capacity with LTU|Electricity;Transmission capacity with LTU|Electricity;GW;GW;1
Transmission capacity with DNK|Electricity;Transmission capacity with DNK|Electricity;GW;GW;1
Transmission capacity with GBR|Electricity;Transmission capacity with GBR|Electricity;GW;GW;1
Transmission capacity with IRL|Electricity;Transmission capacity with IRL|Electricity;GW;GW;1
Transmission capacity with NLD|Electricity;Transmission capacity with NLD|Electricity;GW;GW;1
Transmission capacity with POL|Electricity;Transmission capacity with POL|Electricity;GW;GW;1
Transmission capacity with DEU|Electricity;Transmission capacity with DEU|Electricity;GW;GW;1
Transmission capacity with BEL|Electricity;Transmission capacity with BEL|Electricity;GW;GW;1
Transmission capacity with LUX|Electricity;Transmission capacity with LUX|Electricity;GW;GW;1
Transmission capacity with CZE|Electricity;Transmission capacity with CZE|Electricity;GW;GW;1
Transmission capacity with SVK|Electricity;Transmission capacity with SVK|Electricity;GW;GW;1
Transmission capacity with AUT|Electricity;Transmission capacity with AUT|Electricity;GW;GW;1
Transmission capacity with CHE|Electricity;Transmission capacity with CHE|Electricity;GW;GW;1
Transmission capacity with HUN|Electricity;Transmission capacity with HUN|Electricity;GW;GW;1
Transmission capacity with ROM|Electricity;Transmission capacity with ROM|Electricity;GW;GW;1
Transmission capacity with SVN|Electricity;Transmission capacity with SVN|Electricity;GW;GW;1
Transmission capacity with FRA|Electricity;Transmission capacity with FRA|Electricity;GW;GW;1
Transmission capacity with HRV|Electricity;Transmission capacity with HRV|Electricity;GW;GW;1
Transmission capacity with BAL|Electricity;Transmission capacity with BAL|Electricity;GW;GW;1
Transmission capacity with BGR|Electricity;Transmission capacity with BGR|Electricity;GW;GW;1
Transmission capacity with ITA|Electricity;Transmission capacity with ITA|Electricity;GW;GW;1
Transmission capacity with ESP|Electricity;Transmission capacity with ESP|Electricity;GW;GW;1
Transmission capacity with PRT|Electricity;Transmission capacity with PRT|Electricity;GW;GW;1
Transmission capacity with GRC|Electricity;Transmission capacity with GRC|Electricity;GW;GW;1
Emissions withdrawn ETS|CO2|Energy|Supply|Electricity;Emissions withdrawn ETS|CO2|Energy|Supply|Electricity;Mt CO2/yr;Mt CO2/yr;1
Capacity Additions|Electricity|Variable renewable;Capacity Additions|Electricity|Variable renewable;GW/yr;GW/yr;1
Capacity Additions|Electricity|Non-variable renewable;Capacity Additions|Electricity|Non-variable renewable;GW/yr;GW/yr;1
Capacity Additions|Electricity|Renewable;Capacity Additions|Electricity|Renewable;GW/yr;GW/yr;1
Capacity Additions|Electricity|Fossil;Capacity Additions|Electricity|Fossil;GW/yr;GW/yr;1
Capacity Additions|Electricity|Non-renewable;Capacity Additions|Electricity|Non-renewable;GW/yr;GW/yr;1
Secondary Energy|Electricity|Fossil;Secondary Energy|Electricity|Fossil;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage;Secondary Energy|Electricity|Storage;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage|Pump Hydro;Secondary Energy|Electricity|Storage|Pump Hydro;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage|Stat Batteries;Secondary Energy|Electricity|Storage|Stat Batteries;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage|Hydrogen electrolysis;Secondary Energy|Electricity|Storage|Hydrogen electrolysis;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Variable renewable;Secondary Energy|Electricity|Variable renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Non-variable renewable;Secondary Energy|Electricity|Non-variable renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Renewable;Secondary Energy|Electricity|Renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Non-renewable;Secondary Energy|Electricity|Non-renewable;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|w/o losses;Secondary Energy|Electricity|w/o losses;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage Consumption;Secondary Energy|Electricity|Storage Consumption;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage Consumption|Pump Hydro;Secondary Energy|Electricity|Storage Consumption|Pump Hydro;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage Consumption|Stat Batteries;Secondary Energy|Electricity|Storage Consumption|Stat Batteries;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Storage Consumption|Hydrogen electrolysis;Secondary Energy|Electricity|Storage Consumption|Hydrogen electrolysis;TWh/yr;TWh/yr;1
Secondary Energy|Electricity|Net Imports;Secondary Energy|Electricity|Net Imports;TWh/yr;TWh/yr;1
Capacity Adequacy|Most Challenging|Contribution|Nuclear;Capacity Adequacy|Most Challenging|Contribution|Nuclear;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Hydro;Capacity Adequacy|Most Challenging|Contribution|Hydro;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Coal;Capacity Adequacy|Most Challenging|Contribution|Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Hard Coal;Capacity Adequacy|Most Challenging|Contribution|Hard Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Lignite;Capacity Adequacy|Most Challenging|Contribution|Lignite;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Gas;Capacity Adequacy|Most Challenging|Contribution|Gas;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Biomass;Capacity Adequacy|Most Challenging|Contribution|Biomass;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Storage;Capacity Adequacy|Most Challenging|Contribution|Storage;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Oil;Capacity Adequacy|Most Challenging|Contribution|Oil;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Waste;Capacity Adequacy|Most Challenging|Contribution|Waste;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Hydrogen;Capacity Adequacy|Most Challenging|Contribution|Hydrogen;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Other;Capacity Adequacy|Most Challenging|Contribution|Other;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Solar;Capacity Adequacy|Most Challenging|Contribution|Solar;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Wind;Capacity Adequacy|Most Challenging|Contribution|Wind;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Imports;Capacity Adequacy|Most Challenging|Contribution|Imports;GW;GW;1
Capacity Adequacy|Most Challenging|Demand;Capacity Adequacy|Most Challenging|Demand;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Nuclear;Capacity Adequacy|Peak Demand|Contribution|Nuclear;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Hydro;Capacity Adequacy|Peak Demand|Contribution|Hydro;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Coal;Capacity Adequacy|Peak Demand|Contribution|Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Hard Coal;Capacity Adequacy|Peak Demand|Contribution|Hard Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Lignite;Capacity Adequacy|Peak Demand|Contribution|Lignite;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Gas;Capacity Adequacy|Peak Demand|Contribution|Gas;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Biomass;Capacity Adequacy|Peak Demand|Contribution|Biomass;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Storage;Capacity Adequacy|Peak Demand|Contribution|Storage;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Oil;Capacity Adequacy|Peak Demand|Contribution|Oil;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Waste;Capacity Adequacy|Peak Demand|Contribution|Waste;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Hydrogen;Capacity Adequacy|Peak Demand|Contribution|Hydrogen;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Other;Capacity Adequacy|Peak Demand|Contribution|Other;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Solar;Capacity Adequacy|Peak Demand|Contribution|Solar;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Wind;Capacity Adequacy|Peak Demand|Contribution|Wind;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Imports;Capacity Adequacy|Peak Demand|Contribution|Imports;GW;GW;1
Capacity Adequacy|Peak Demand|Demand;Capacity Adequacy|Peak Demand|Demand;GW;GW;1
Capacity|Electricity|Waste;Capacity|Electricity|Waste;GW;GW;1
Capacity Additions|Electricity|Waste;Capacity Additions|Electricity|Waste;GW/yr;GW/yr;1
Secondary Energy|Electricity|Waste;Secondary Energy|Electricity|Waste;TWh/yr;TWh/yr;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants;GW;GW;1
Load Factor|Electricity|Nuclear;Load Factor|Electricity|Nuclear;--;--;1
Load Factor|Electricity|Coal;Load Factor|Electricity|Coal;--;--;1
Load Factor|Electricity|Coal|w/o CCS;Load Factor|Electricity|Coal|w/o CCS;--;--;1
Load Factor|Electricity|Coal|w/ CCS;Load Factor|Electricity|Coal|w/ CCS;--;--;1
Load Factor|Electricity|Lignite;Load Factor|Electricity|Lignite;--;--;1
Load Factor|Electricity|Lignite|w/o CCS;Load Factor|Electricity|Lignite|w/o CCS;--;--;1
Load Factor|Electricity|Lignite|w/ CCS;Load Factor|Electricity|Lignite|w/ CCS;--;--;1
Load Factor|Electricity|Hard Coal;Load Factor|Electricity|Hard Coal;--;--;1
Load Factor|Electricity|Hard Coal|w/o CCS;Load Factor|Electricity|Hard Coal|w/o CCS;--;--;1
Load Factor|Electricity|Hard Coal|w/ CCS;Load Factor|Electricity|Hard Coal|w/ CCS;--;--;1
Load Factor|Electricity|Gas;Load Factor|Electricity|Gas;--;--;1
Load Factor|Electricity|Gas|w/o CCS;Load Factor|Electricity|Gas|w/o CCS;--;--;1
Load Factor|Electricity|Gas CC|w/o CCS;Load Factor|Electricity|Gas CC|w/o CCS;--;--;1
Load Factor|Electricity|Gas|w/ CCS;Load Factor|Electricity|Gas|w/ CCS;--;--;1
Load Factor|Electricity|Gas CC|w/ CCS;Load Factor|Electricity|Gas CC|w/ CCS;--;--;1
Load Factor|Electricity|Gas OC|w/o CCS;Load Factor|Electricity|Gas OC|w/o CCS;--;--;1
Load Factor|Electricity|Gas CC;Load Factor|Electricity|Gas CC;--;--;1
Load Factor|Electricity|Gas OC;Load Factor|Electricity|Gas OC;--;--;1
Load Factor|Electricity|Oil;Load Factor|Electricity|Oil;--;--;1
Load Factor|Electricity|Oil|w/o CCS;Load Factor|Electricity|Oil|w/o CCS;--;--;1
Load Factor|Electricity|Wind;Load Factor|Electricity|Wind;--;--;1
Load Factor|Electricity|Wind|Onshore;Load Factor|Electricity|Wind|Onshore;--;--;1
Load Factor|Electricity|Wind|Offshore;Load Factor|Electricity|Wind|Offshore;--;--;1
Load Factor|Electricity|Solar;Load Factor|Electricity|Solar;--;--;1
Load Factor|Electricity|Solar|PV;Load Factor|Electricity|Solar|PV;--;--;1
Load Factor|Electricity|Solar|CSP;Load Factor|Electricity|Solar|CSP;--;--;1
Load Factor|Electricity|Biomass;Load Factor|Electricity|Biomass;--;--;1
Load Factor|Electricity|Biomass|w/o CCS;Load Factor|Electricity|Biomass|w/o CCS;--;--;1
Load Factor|Electricity|Biomass|w/ CCS;Load Factor|Electricity|Biomass|w/ CCS;--;--;1
Load Factor|Electricity|Hydro;Load Factor|Electricity|Hydro;--;--;1
Load Factor|Electricity|Waste;Load Factor|Electricity|Waste;--;--;1
Load Factor|Electricity|Hydrogen;Load Factor|Electricity|Hydrogen;--;--;1
Load Factor|Electricity|Other;Load Factor|Electricity|Other;--;--;1
Load Factor|Electricity|Hydrogen FC;Load Factor|Electricity|Hydrogen FC;--;--;1
Load Factor|Electricity|Hydrogen OC;Load Factor|Electricity|Hydrogen OC;--;--;1
Load Factor|Electricity|Hydrogen CC;Load Factor|Electricity|Hydrogen CC;--;--;1
Emissions level in ETS|CO2|Energy|Supply|Electricity;Emissions level in ETS|CO2|Energy|Supply|Electricity;Mt CO2;Mt CO2;1
EU ETS cap|CO2|Energy|Supply|Electricity;EU ETS cap|CO2|Energy|Supply|Electricity;Mt CO2/yr;Mt CO2/yr;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Hard Coal;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Hard Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Hard Coal;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Hard Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Lignite;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Lignite;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Lignite;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Lignite;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Coal;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Coal;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Coal;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Coal;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas CC;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas CC;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas CC;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas CC;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas OC;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Gas OC;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas OC;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Gas OC;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Biomass;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Biomass;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Biomass;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Biomass;GW;GW;1
Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Oil;Capacity Adequacy|Most Challenging|Contribution|Reserve Plants|Oil;GW;GW;1
Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Oil;Capacity Adequacy|Peak Demand|Contribution|Reserve Plants|Oil;GW;GW;1
Disinvestment|Electricity|Nuclear;Disinvestment|Electricity|Nuclear;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar;Disinvestment|Electricity|Solar;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind;Disinvestment|Electricity|Wind;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydro;Disinvestment|Electricity|Hydro;GW/yr;GW/yr;1
Disinvestment|Electricity|Coal;Disinvestment|Electricity|Coal;GW/yr;GW/yr;1
Disinvestment|Electricity|Hard Coal;Disinvestment|Electricity|Hard Coal;GW/yr;GW/yr;1
Disinvestment|Electricity|Lignite;Disinvestment|Electricity|Lignite;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas;Disinvestment|Electricity|Gas;GW/yr;GW/yr;1
Disinvestment|Electricity|Biomass;Disinvestment|Electricity|Biomass;GW/yr;GW/yr;1
Disinvestment|Electricity|Biomass|w/o CCS;Disinvestment|Electricity|Biomass|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Oil;Disinvestment|Electricity|Oil;GW/yr;GW/yr;1
Disinvestment|Electricity|Oil|w/o CCS;Disinvestment|Electricity|Oil|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Waste;Disinvestment|Electricity|Waste;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen;Disinvestment|Electricity|Hydrogen;GW/yr;GW/yr;1
Disinvestment|Electricity|Other;Disinvestment|Electricity|Other;GW/yr;GW/yr;1
Disinvestment|Electricity|Coal|w/o CCS;Disinvestment|Electricity|Coal|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Coal|w/ CCS;Disinvestment|Electricity|Coal|w/ CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Hard Coal|w/o CCS;Disinvestment|Electricity|Hard Coal|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Hard Coal|w/ CCS;Disinvestment|Electricity|Hard Coal|w/ CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Lignite|w/o CCS;Disinvestment|Electricity|Lignite|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Lignite|w/ CCS;Disinvestment|Electricity|Lignite|w/ CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas CC;Disinvestment|Electricity|Gas CC;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas CC|w/o CCS;Disinvestment|Electricity|Gas CC|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas|w/o CCS;Disinvestment|Electricity|Gas|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas|w/ CCS;Disinvestment|Electricity|Gas|w/ CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas CC|w/ CCS;Disinvestment|Electricity|Gas CC|w/ CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas OC|w/o CCS;Disinvestment|Electricity|Gas OC|w/o CCS;GW/yr;GW/yr;1
Disinvestment|Electricity|Gas OC;Disinvestment|Electricity|Gas OC;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen FC;Disinvestment|Electricity|Hydrogen FC;GW/yr;GW/yr;1
Disinvestment|Electricity|Hydrogen OC;Disinvestment|Electricity|Hydrogen OC;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar|PV;Disinvestment|Electricity|Solar|PV;GW/yr;GW/yr;1
Disinvestment|Electricity|Solar|CSP;Disinvestment|Electricity|Solar|CSP;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind|Offshore;Disinvestment|Electricity|Wind|Offshore;GW/yr;GW/yr;1
Disinvestment|Electricity|Wind|Onshore;Disinvestment|Electricity|Wind|Onshore;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage;Disinvestment|Electricity|Storage;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Pump Hydro;Disinvestment|Electricity|Storage|Pump Hydro;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Stat Batteries;Disinvestment|Electricity|Storage|Stat Batteries;GW/yr;GW/yr;1
Disinvestment|Electricity|Storage|Hydrogen electrolysis;Disinvestment|Electricity|Storage|Hydrogen electrolysis;GW/yr;GW/yr;1
Disinvestment|Electricity;Disinvestment|Electricity;GW/yr;GW/yr;1
EU ETS cap|CO2;EU ETS cap|CO2;Mt CO2/yr;Mt CO2/yr;1
Emissions level in ETS|CO2;Emissions level in ETS|CO2;Mt CO2;Mt CO2;1
Emissions|CO2|Industry;Emissions|CO2|Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions abated|CO2|Industry;Emissions abated|CO2|Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates auctioned ETS;Emissions|CO2|Certificates auctioned ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates for auction - before unilateral cancellation;Emissions|CO2|Certificates for auction - before unilateral cancellation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Free-allocated certificates ETS;Emissions|CO2|Free-allocated certificates ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Intake to MSR;Emissions|CO2|Intake to MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Outtake from MSR;Emissions|CO2|Outtake from MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cancellation from MSR;Emissions|CO2|Cancellation from MSR;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Additional intake to the MSR;Emissions|CO2|Additional intake to the MSR;Mt CO2;Mt CO2;1
Emissions|CO2|MSR level;Emissions|CO2|MSR level;Mt CO2;Mt CO2;1
Secondary Energy|Electricity|Share of renewables in gross demand;Secondary Energy|Electricity|Share of renewables in gross demand;--;--;1
Secondary Energy|Electricity|Gross Demand;Secondary Energy|Electricity|Gross Demand;TWh/yr;TWh/yr;1
Emissions|CO2|Cap|Aviation;Emissions|CO2|Cap|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Aviation;Emissions|CO2|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Certificates from Stationary|Aviation;Emissions|CO2|Certificates from Stationary|Aviation;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cap|Stationary|Electricity and Industry;Emissions|CO2|Cap|Stationary|Electricity and Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Cap|Stationary;Emissions|CO2|Cap|Stationary;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Heating;Emissions|CO2|Energy|Supply|Heating;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Electricity and Industry;Emissions|CO2|Electricity and Industry;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Preliminary auction ETS;Emissions|CO2|Preliminary auction ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Additional sectors in EU ETS;Emissions|CO2|Additional sectors in EU ETS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|EU ETS;Emissions|CO2|EU ETS;Mt CO2/yr;Mt CO2/yr;1
Revenues EUA auction;Revenues EUA auction;billion eur2010/yr;billion eur2010/yr;1
Emissions|CO2|Unilateral EUA cancellation;Emissions|CO2|Unilateral EUA cancellation;Mt CO2/yr;Mt CO2/yr;1
Consumer costs|Secondary Energy|Electricity;Consumer costs|Secondary Energy|Electricity;billion eur2010/yr;billion eur2010/yr;1
Total Cost|Industry|Abatement;Total Cost|Industry|Abatement;billion eur2010/yr;billion eur2010/yr;1
Total Cost|Industry|CO2 costs;Total Cost|Industry|CO2 costs;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity;Producer revenues|Secondary Energy|Electricity;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity|Generation;Producer revenues|Secondary Energy|Electricity|Generation;billion eur2010/yr;billion eur2010/yr;1
Producer revenues|Secondary Energy|Electricity|Storage;Producer revenues|Secondary Energy|Electricity|Storage;billion eur2010/yr;billion eur2010/yr;1
Energy costs|Secondary Energy|Electricity|Storage;Energy costs|Secondary Energy|Electricity|Storage;billion eur2010/yr;billion eur2010/yr;1
Emissions|CO2|Free-allocated certificates ETS|Industry;Emissions|CO2|Free-allocated certificates ETS|Industry;Mt CO2/yr;Mt CO2/yr;1
Capacity|Electricity|CHP;Capacity|Electricity|CHP;GW;GW;1
Capacity|Electricity|CHP|Coal;Capacity|Electricity|CHP|Coal;GW;GW;1
Capacity|Electricity|CHP|Hard Coal;Capacity|Electricity|CHP|Hard Coal;GW;GW;1
Capacity|Electricity|CHP|Lignite;Capacity|Electricity|CHP|Lignite;GW;GW;1
Capacity|Electricity|CHP|Gas;Capacity|Electricity|CHP|Gas;GW;GW;1
Capacity|Electricity|CHP|Biomass;Capacity|Electricity|CHP|Biomass;GW;GW;1
Capacity|Electricity|CHP|Oil;Capacity|Electricity|CHP|Oil;GW;GW;1
Capacity|Electricity|CHP|Other;Capacity|Electricity|CHP|Other;GW;GW;1
Capacity|Electricity|Electricity-only;Capacity|Electricity|Electricity-only;GW;GW;1
Capacity|Electricity|Electricity-only|Coal;Capacity|Electricity|Electricity-only|Coal;GW;GW;1
Capacity|Electricity|Electricity-only|Hard Coal;Capacity|Electricity|Electricity-only|Hard Coal;GW;GW;1
Capacity|Electricity|Electricity-only|Lignite;Capacity|Electricity|Electricity-only|Lignite;GW;GW;1
Capacity|Electricity|Electricity-only|Gas;Capacity|Electricity|Electricity-only|Gas;GW;GW;1
Capacity|Electricity|Electricity-only|Biomass;Capacity|Electricity|Electricity-only|Biomass;GW;GW;1
Capacity|Electricity|Electricity-only|Oil;Capacity|Electricity|Electricity-only|Oil;GW;GW;1
